Suburb,Year,Average
Delegate,2012,96.5
Delungra,2012,93.4
Denman,2012,92.5
Dharruk,2012,95.9
Diamond Beach,2012,94.9
Doonside,2012,94.2
Dorrigo,2012,95.1
Double Bay,2012,93.5
Douglas Park,2012,94.1
Dover Heights,2012,90
Drummoyne,2012,93.5
Dubbo,2012,93.06666667
Dudley,2012,93.7
Dulwich Hill,2012,93
Dundas Valley,2012,94.13333333
Dungay,2012,95.3
Dungog,2012,89.4
Dunmore,2012,95.6
Dunoon,2012,94.4
Dural,2012,93.46666667
Duri,2012,94.3
Eagle Vale,2012,92.3
Earlwood,2012,94.45
East Lindfield,2012,93.9
East Lismore,2012,91.8
East Maitland,2012,93.55
Eastern Creek,2012,95.8
Eastlakes,2012,95.6
Eastwood,2012,94.65
Eden,2012,95.5
Edensor Park,2012,92.45
Edgeworth,2012,92.9
Edmondson Park,2012,94.5
Eglinton,2012,89.7
Elanora Heights,2012,90.2
Elderslie,2012,93.5
Eleebana,2012,96.7
Ellalong,2012,93.7
Emerton,2012,92.43333333
Emmaville,2012,94.8
Emu Plains,2012,94.575
Enfield,2012,94.1
Engadine,2012,94.15
Epping,2012,93.96666667
Erina,2012,91.5
Erina Heights,2012,94.25
Ermington,2012,94.4
Erskine Park,2012,92.45
Erskineville,2012,94.2
Eschol Park,2012,93.9
Ettalong Beach,2012,90.2
Eungella,2012,96
Evans Head,2012,91.9
Exeter,2012,93.3
Fairfield,2012,93.2
Fairfield East,2012,91.8
Fairfield West,2012,92.4
Fairy Meadow,2012,92.1
Fassifern,2012,96.1
Faulconbridge,2012,92.9
Fennell Bay,2012,94.9
Fern Bay,2012,90.4
Five Dock,2012,94.3
Fletcher,2012,93.1
Forest Lodge,2012,93.2
Forestville,2012,94
Forster,2012,95.4
Frenchs Forest,2012,94.4
Freshwater,2012,95.7
Galston,2012,93
Ganmain,2012,92.6
Garden Suburb,2012,90.5
Georges Hall,2012,92.1
Gerringong,2012,95.8
Gilgandra,2012,95.3
Gillieston Heights,2012,95.3
Glebe,2012,91.5
Glenbrook,2012,94.7
Glendale,2012,92.15
Glenfield,2012,93.4
Glenhaven,2012,95
Glenmore Park,2012,93.73333333
Glenorie,2012,92.4
Glenreagh,2012,91.2
Glenwood,2012,91.65
Glossodia,2012,93.7
Gloucester,2012,94
Gol Gol,2012,92.3
Goolgowi,2012,94.8
Goonellabah,2012,94
Goulburn,2012,93.6
Goulburn North,2012,92.7
Grafton,2012,92.66666667
Granville,2012,94.76666667
Granville East,2012,90.5
Grays Point,2012,94
Green Point,2012,94.3
Green Valley,2012,93.3
Greenacre,2012,94.3
Greenwell Point,2012,93
Greenwich,2012,90.8
Grenfell,2012,95.2
Gresford,2012,93.3
Greta,2012,92.2
Greystanes,2012,94.26666667
Griffith,2012,92.06666667
Grose Vale,2012,95.5
Guildford,2012,94.35
Guildford West,2012,87.7
Gulargambone,2012,95.2
Gulgong,2012,96
Gulmarrad,2012,96.8
Gundagai,2012,95.7
Gundaroo,2012,91.7
Gunnedah,2012,96.7
Gunning,2012,93.8
Guyra,2012,87.9
Gwandalan,2012,95
Gwynneville,2012,93.05
Gymea,2012,94.35
Gymea Bay,2012,95.7
Haberfield,2012,92.55
Hamilton,2012,94.4
Hammondville,2012,96.2
Hanwood,2012,96.5
Harrington,2012,93.5
Harrington Park,2012,94
Harwood,2012,92.8
Hazelbrook,2012,92.7
Hebersham,2012,96
Helensburgh,2012,94.8
Henty,2012,92.4
Hillston,2012,94.2
Hinchinbrook,2012,94.8
Hinton,2012,93.6
Hobartville,2012,97.1
Holbrook,2012,90.75
Holgate,2012,92.6
Holsworthy,2012,96
Homebush,2012,90.6
Homebush West,2012,94.9
Hornsby,2012,92.75
Horsley,2012,95.8
Howlong,2012,91.7
Hoxton Park,2012,94.45
Hunters Hill,2012,96.1
Hurstville,2012,91.7
Illawong,2012,95.5
Iluka,2012,92.2
Ingleburn,2012,95.1
Inverell,2012,95
Islington,2012,94.4
Jannali,2012,94.3
Jerilderie,2012,95.05
Jerrabomberra,2012,93.5
Jewells,2012,94.4
Jindabyne,2012,95.2
Jindera,2012,91.35
Junee,2012,94.03333333
Kahibah,2012,94.5
Kanahooka,2012,94.3
Kandos,2012,95
Karangi,2012,93.8
Kareela,2012,91.1
Karuah,2012,93.1
Katoomba,2012,93.43333333
Kearsley,2012,94.7
Keiraville,2012,93.4
Kellyville,2012,92.46666667
Kelso,2012,95
Kempsey,2012,93.6
Kendall,2012,94.6
Kensington,2012,94.95
Kenthurst,2012,94.7
Kiama,2012,93.6
Killara,2012,94.4
Killarney Heights,2012,92.3
Killarney Vale,2012,87.6
Kincumber,2012,93
Kings Langley,2012,94.5
Kingscliff,2012,90.6
Kingsgrove,2012,92.55
Kingswood,2012,93.9
Kirrawee,2012,94
Kirribilli,2012,92.6
Kitchener,2012,93.9
Kogarah,2012,91.2
Kooringal,2012,96
Kootingal,2012,91.6
Korora,2012,91
Kotara,2012,95.6
Kulnura,2012,94.4
Kurnell,2012,93.3
Kurrajong,2012,94.125
Kurrajong Hills,2012,95.7
Kurri Kurri,2012,94.9
Kyogle,2012,93.2
Laguna,2012,94.4
Lake Albert,2012,94.6
Lake Cargelligo,2012,93.9
Lake Cathie,2012,94.6
Lake Heights,2012,94.5
Lake Illawarra,2012,94
Lake Munmorah,2012,93.85
Lakemba,2012,92.975
Lalor Park,2012,95
Lambton,2012,94.8
Lane Cove,2012,93.83333333
Largs,2012,84.8
Laurieton,2012,94.6
Lavington,2012,93.9
Lawson,2012,92.1
Leeton,2012,93.6
Leeville,2012,93.9
Leichhardt,2012,94.95
Lethbridge Park,2012,91.7
Leumeah,2012,94.7
Leura,2012,87.6
Lewisham,2012,96
Lidcombe,2012,94.2
Lightning Ridge,2012,78.8
Lilli Pilli,2012,93.6
Lindfield,2012,94.9
Lisarow,2012,93.9
Lismore,2012,95.15
Lithgow,2012,95.4
Liverpool,2012,95.55
Lochinvar,2012,92.8
Londonderry,2012,93.2
Long Flat,2012,95.4
Luddenham,2012,93.45
Lugarno,2012,88
Lurnea,2012,94.8
Macksville,2012,93.7
Maclean,2012,95
Macquarie Fields,2012,91.75
Maitland,2012,93.25
Malabar,2012,86.15
Manilla,2012,94.8
Manly,2012,91.5
Manly Vale,2012,95.6
Maraylya,2012,94.8
Marks Point,2012,93.7
Maroubra,2012,94
Marrickville,2012,92.1
Marsden Park,2012,95.6
Marulan,2012,94
Maryland,2012,92.6
Mascot,2012,92.9
Mathoura,2012,93.6
Matraville,2012,94.65
Mayfield,2012,94.63333333
Meadow Flat,2012,95.3
Meadowbank,2012,93.8
Medowie,2012,88.55
Menai,2012,94
Mendooran,2012,85
Menindee,2012,93.6
Merewether,2012,95.65
Merewether Beach,2012,95.2
Merewether Heights,2012,95.4
Merimbula,2012,93.2
Merriwa,2012,94.45
Merrylands,2012,92.3
Metford,2012,93.4
Middleton Grange,2012,94.7
Millers Forest,2012,91.9
Millfield,2012,96
Milperra,2012,94.5
Milton,2012,95.7
Minchinbury,2012,95
Minmi,2012,93.6
Minto,2012,94.06666667
Miranda,2012,93.6
Mittagong,2012,89.9
Moama,2012,93.2
Molong,2012,94.7
Mona Vale,2012,92
Moorebank,2012,94.9
Moree,2012,92.375
Morisset,2012,93.2
Mortdale,2012,93.6
Moruya,2012,95.4
Mosman,2012,94.15
Moss Vale,2012,93
Moulamein,2012,93.6
Mount Annan,2012,92.3
Mount Austin,2012,95.6
Mount Colah,2012,93.2
Mount Druitt,2012,92.12
Mount Keira,2012,93.8
Mount Kuring-Gai,2012,95.5
Mount Pleasant,2012,95.2
Mount Pritchard,2012,96
Mount Victoria,2012,90.8
Mudgee,2012,95.6
Mulbring,2012,95.9
Mungindi,2012,90
Murwillumbah,2012,88.1
Muswellbrook,2012,93.45
Narellan Vale,2012,95
Narrabeen,2012,93.7
Narrabri,2012,95.8
Narrandera,2012,95.2
Narromine,2012,94.3
Narwee,2012,96.1
Neutral Bay,2012,95.8
New Lambton,2012,92.8
Newcastle,2012,90.9
Newington,2012,94.5
Newtown,2012,94.43333333
Niagara Park,2012,95.3
Nords Wharf,2012,91.2
Normanhurst,2012,93.7
North Albury,2012,93
North Balgowlah,2012,94.7
North Casino,2012,94.1
North Curl Curl,2012,93.3
North Epping,2012,94
North Haven,2012,95.2
North Kellyville,2012,90.2
North Narrabeen,2012,93.6
North Nowra,2012,94.2
North Parramatta,2012,91.52
North Richmond,2012,93.4
North Rocks,2012,93.25
North Ryde,2012,94.15
North St Marys,2012,94.6
North Strathfield,2012,92.15
North Sydney,2012,94.2
North Turramurra,2012,94.2
Northbridge,2012,95.2
Northmead,2012,94.2
Nowra,2012,94.06666667
Nowra East,2012,93.7
Nundle,2012,95.2
Nyngan,2012,93.5
Oak Flats,2012,92.15
Oakdale,2012,93.2
Oakhurst,2012,95.5
Oakville,2012,93.65
Oatley,2012,93.2
Oberon,2012,92.4
Ocean Shores,2012,92.6
O'Connell,2012,95
Old Bar,2012,95.3
Oran Park,2012,92
Orange,2012,92.11111111
Orchard Hills,2012,88.325
Otford,2012,94.4
Oyster Bay,2012,94
Paddington,2012,94.9
Padstow,2012,91.2
Pagewood,2012,95.6
Pambula,2012,92.4
Pambula Beach,2012,88.7
Panania,2012,94.26666667
Parkes,2012,94.63333333
Parramatta,2012,95.05
Paterson,2012,95.5
Paxton,2012,94.8
Peak Hill,2012,90.6
Peakhurst,2012,94.15
Pelaw Main,2012,94.3
Pelican,2012,93.6
Pennant Hills,2012,93.8
Penrith,2012,90.73333333
Penshurst,2012,95.75
Perthville,2012,90.1
Petersham,2012,91.3
Picton,2012,93.56666667
Pitt Town,2012,95.6
Plumpton,2012,95.35
Point Clare,2012,91
Port Kembla,2012,88.45
Port Macquarie,2012,94.44
Potts Point,2012,93.4
Pottsville,2012,94.3
Prestons,2012,93.7
Pretty Beach,2012,95.3
Prospect,2012,92.3
Punchbowl,2012,94
Pymble,2012,92.975
Quakers Hill,2012,94.6
Queanbeyan,2012,94.48
Quirindi,2012,94.7
Raglan,2012,95.9
Ramsgate,2012,89.4
Randwick,2012,91.725
Rathmines,2012,96
Raymond Terrace,2012,94.5
Redhead,2012,93.5
Regents Park,2012,94.1
Regentville,2012,95.3
Revesby,2012,89.6
Richmond,2012,93.4
Riverstone,2012,95.25
Robertson,2012,93.2
Rockdale,2012,88.9
Rooty Hill,2012,91.8
Ropes Crossing,2012,94
Rose Bay,2012,93.325
Rosebank,2012,96.4
Rosebery,2012,94.7
Rosehill,2012,96
Roselands,2012,90.5
Rosemeadow,2012,94.85
Roseville,2012,92.95
Rossmore,2012,95.5
Rouse Hill,2012,94.8
Rozelle,2012,93.2
Ruse,2012,94.2
Rutherford,2012,94.5
Rydalmere,2012,95.2
Ryde,2012,93.025
Salamander Bay,2012,93.4
Salt Ash,2012,89.7
San Remo,2012,95.1
Sandy Beach,2012,94
Sans Souci,2012,94.1
Sawtell,2012,93.1
Schofields,2012,94.5
Seaforth,2012,92.7
Seaham,2012,94.7
Shell Cove,2012,95.4
Shellharbour,2012,93.5
Shellharbour City,2012,94.4
Shelly Beach,2012,96.2
Shoal Bay,2012,93.8
Shoalhaven Heads,2012,93.3
Singleton,2012,93.56666667
Smithfield,2012,93.8
Smithtown,2012,95.1
South Coogee,2012,94.3
South Grafton,2012,93.85
South Gundagai,2012,90.7
South Hurstville,2012,90.1
South Lismore,2012,94.5
South Penrith,2012,94.1
South Tamworth,2012,97.8
South West Rocks,2012,93.6
South Windsor,2012,92.6
Speers Point,2012,91
Springfield,2012,95.6
Springwood,2012,94.3
St Andrews,2012,97
St Clair,2012,93.8
St Helens Park,2012,91.3
St Ives,2012,93.22
St Johns Park,2012,95
St Marys,2012,91.06666667
St Peters,2012,93
Stanhope Gardens,2012,90
Stanmore,2012,93.8
Stockton,2012,93.1
Strathfield,2012,93.46666667
Stroud,2012,95.5
Stuarts Point,2012,95.8
Summer Hill,2012,92.8
Surfside,2012,94.9
Surry Hills,2012,90.45
Sutherland,2012,92.45
Swansea,2012,89.9
Sydney,2012,92.3
Sylvania,2012,87.75
Tacoma,2012,96
Tahmoor,2012,93.1
Tamworth,2012,89.925
Taree,2012,94.2
Tarro,2012,95.7
Telegraph Point,2012,96.1
Temora,2012,93.7
Tempe,2012,93.7
Tenambit,2012,95.9
Tenterfield,2012,93.65
Terranora,2012,94.2
Terrey Hills,2012,95.35
Terrigal,2012,94.5
The Entrance,2012,95.5
The Ponds,2012,92.3
Thirlmere,2012,95.1
Thirroul,2012,96.5
Thornleigh,2012,88.8
Thornton,2012,95.4
Thurgoona,2012,94.8
Tighes Hill,2012,95.1
Timbumburi,2012,93.5
Tinonee,2012,91
Tintenbar,2012,95.9
Toongabbie,2012,93.93333333
Toormina,2012,95.8
Toronto,2012,95.1
Townsend,2012,94.3
Tregear,2012,87.2
Tuggerah,2012,89.2
Tumbarumba,2012,94.7
Tumbi Umbi,2012,94.7
Tuncurry,2012,95
Turramurra,2012,90.65
Tweed Heads South,2012,90.8
Uki,2012,95.3
Ultimo,2012,94
Unanderra,2012,89.1
Upper Main Arm,2012,93.1
Uralla,2012,91.7
Urunga,2012,96.2
Vacy,2012,94.5
Valentine,2012,91.6
Vaucluse,2012,93.4
Villawood,2012,94.7
Wadeville,2012,91.3
Wagga Wagga,2012,92.9
Wahroonga,2012,91.02
Waitara,2012,95.4
Wallacia,2012,86
Wallsend,2012,95.275
Wangi Wangi,2012,94.9
Waratah,2012,94.6
Warialda,2012,93.36666667
Warners Bay,2012,94.85
Warnervale,2012,94.1
Warrimoo,2012,93.2
Warwick Farm,2012,93.8
Wattle Grove,2012,94.5
Wauchope,2012,94.66666667
Waverley,2012,90.63333333
Wee Waa,2012,93.45
Wentworth Falls,2012,95.25
Wentworthville,2012,93.675
Werrington,2012,93.55
Werris Creek,2012,95.1
West Gosford,2012,95.4
West Kempsey,2012,94.8
West Pymble,2012,94.85
West Tamworth,2012,92.8
West Wallsend,2012,94.7
Westdale,2012,94
Westmead,2012,94
Weston,2012,95.3
Wetherill Park,2012,96.2
Whalan,2012,92.6
Wilberforce,2012,95.5
Wiley Park,2012,92.7
Willmot,2012,96.7
Willoughby,2012,96.2
Wilton,2012,93.7
Windale,2012,93.6
Wingham,2012,94.2
Winmalee,2012,94.2
Winston Hills,2012,94.55
Wollongbar,2012,90.6
Wollongong,2012,93
Wollongong West,2012,94.8
Woodberry,2012,94
Woodburn,2012,89.7
Woodenbong,2012,96.1
Woolgoolga,2012,94.9
Wooli,2012,93.7
Woollahra,2012,93.36666667
Woronora,2012,92.3
Woy Woy,2012,94
Wyee,2012,97.5
Wyoming,2012,94.53333333
Wyong,2012,93.5
Wyong Creek,2012,95.5
Yagoona,2012,94
Yamba,2012,93.5
Yass,2012,95.1
Yennora,2012,93.8
Young,2012,94.1
Yowie Bay,2012,96.7
Abbotsford,2013,95.7
Aberdeen,2013,92
Abermain,2013,94.7
Adamstown,2013,95.5
Albion Park,2013,92.96666667
Albury,2013,94.9
Allambie Heights,2013,92.8
Alstonville,2013,95.65
Ambarvale,2013,94.4
Annandale,2013,96.75
Annangrove,2013,91.7
Appin,2013,94.1
Arcadia,2013,95
Ariah Park,2013,90.5
Armidale,2013,93.8
Arncliffe,2013,95.63333333
Ashbury,2013,94.7
Ashcroft,2013,95.5
Ashfield,2013,96.8
Ashmont,2013,95.4
Ashtonfield,2013,92.1
Auburn,2013,92.85
Austinmer,2013,93.8
Austral,2013,96.5
Avalon Beach,2013,95
Avoca Beach,2013,95.9
Awaba,2013,97.9
Balgowlah,2013,91.6
Balgownie,2013,95
Ballina,2013,94.85
Balmain,2013,92.03333333
Balmain East,2013,94.3
Balranald,2013,93.6
Bangalow,2013,95.8
Bangor,2013,91.65
Bankstown,2013,93.96666667
Banora Point,2013,89.25
Baradine,2013,95.1
Barden Ridge,2013,94.85
Bardia,2013,94.7
Bargo,2013,94.2
Barham,2013,93
Barnsley,2013,64
Barooga,2013,93.5
Barraba,2013,94.65
Barrack Heights,2013,93.8
Bass Hill,2013,92.6
Bateau Bay,2013,94.25
Bathurst,2013,95.45
Batlow,2013,97.4
Baulkham Hills,2013,94.76666667
Beacon Hill,2013,96.8
Beaumont Hills,2013,94.5
Beecroft,2013,92.7
Beelbangera,2013,95.1
Bega,2013,91.45
Bellambi,2013,93
Bellbird,2013,95.2
Bellevue Hill,2013,94.6
Bellingen,2013,96.1
Belmont,2013,94.7
Belmont North,2013,94.2
Belmore,2013,93.4
Belrose,2013,95
Bemboka,2013,94.8
Berala,2013,95.5
Beresfield,2013,93.9
Berkeley Vale,2013,95.4
Bermagui,2013,90.4
Berowra,2013,94.3
Berowra Heights,2013,94.05
Berrima,2013,93.8
Berry,2013,93.7
Beverly Hills,2013,92.96666667
Bexhill,2013,94
Bexley,2013,92.925
Bidwill,2013,95
Bingara,2013,82.1
Birrong,2013,92.5
Black Hill,2013,94.4
Blackalls Park,2013,95.4
Blackheath,2013,93.15
Blacksmiths,2013,94.9
Blacktown,2013,91.15714286
Blairmount,2013,89.2
Blakebrook,2013,97.3
Blakehurst,2013,93.3
Blaxland,2013,91.9
Blaxland East,2013,94.9
Blayney,2013,94.7
Bligh Park,2013,96.7
Boambee,2013,93
Bodalla,2013,95.5
Bogangar,2013,95.2
Bolwarra,2013,96.3
Bomaderry,2013,91.5
Bombala,2013,96.4
Bonalbo,2013,95.4
Bondi Beach,2013,94.2
Bonnet Bay,2013,94.5
Bonnyrigg,2013,94.2
Bonnyrigg Heights,2013,92.6
Boolaroo,2013,94.9
Boomerang Beach,2013,88.6
Booragul,2013,93.5
Booral,2013,94.9
Boorowa,2013,94.3
Boree Creek,2013,93.9
Bossley Park,2013,95.76666667
Botany,2013,94.5
Bourke,2013,93.9
Bowral,2013,94
Bowraville,2013,94.4
Bradbury,2013,93.9
Braidwood,2013,91.6
Branxton,2013,93.1
Brewarrina,2013,93.9
Brighton-Le-Sands,2013,95.7
Broadmeadow,2013,94.3
Broke,2013,93.8
Broken Hill,2013,93.5
Brooklyn,2013,90.1
Brookvale,2013,92.7
Broulee,2013,95.2
Brunswick Heads,2013,94.7
Budgewoi,2013,95.2
Bulli,2013,95.7
Bundanoon,2013,96.2
Bundarra,2013,94.9
Bundeena,2013,92.1
Bungendore,2013,91.1
Burren Junction,2013,94.5
Burringbar,2013,96.1
Burwood,2013,92.25
Busby,2013,95.5
Buxton,2013,92.5
Byron Bay,2013,94.6
Cabramatta,2013,91.2
Callala Bay,2013,92.5
Cambewarra,2013,95.2
Cambridge Park,2013,86.1
Camden,2013,90.05
Cammeray,2013,94.4
Campbelltown,2013,94.18571429
Campsie,2013,96.25
Candelo,2013,93.3
Canley Heights,2013,95.9
Canley Vale,2013,95.5
Canowindra,2013,91.1
Canterbury,2013,96
Captains Flat,2013,96
Cardiff,2013,94.55
Cardiff South,2013,96.9
Caringbah,2013,94.7
Carlingford,2013,92.05
Carlton,2013,93.8
Carnes Hill,2013,98.2
Carramar,2013,87.6
Carrington,2013,95.3
Cartwright,2013,95
Casino,2013,94.55
Castle Hill,2013,95.375
Castlereagh,2013,94
Casula,2013,94.7
Cattai,2013,88
Caves Beach,2013,88.5
Cecil Hills,2013,95
Central Mangrove,2013,95.5
Central Tilba,2013,94.6
Cessnock,2013,93.75
Charlestown,2013,94.85
Chatswood,2013,94
Chatsworth,2013,94.7
Cherrybrook,2013,87.13333333
Chester Hill,2013,94.8
Chippendale,2013,96
Chipping Norton,2013,94.5
Chisholm,2013,95.6
Chittaway Bay,2013,96.3
Claremont Meadows,2013,88.8
Clarence Town,2013,95.6
Clarenza,2013,96.6
Claymore,2013,92.5
Clergate,2013,94.5
Clovelly,2013,94.5
Clunes,2013,95.1
Coal Point,2013,82
Cobar,2013,92.4
Cobargo,2013,97.4
Cobbitty,2013,93.3
Coffee Camp,2013,90.6
Coffs Harbour,2013,95.1
Coleambally,2013,95
Coledale,2013,94
Collarenebri,2013,95.1
Collaroy,2013,87.8
Collaroy Plateau,2013,95.75
Colo Vale,2013,94.9
Como,2013,95.75
Concord,2013,91.5
Condobolin,2013,93.9
Condong,2013,95.9
Coniston,2013,95.7
Coogee,2013,95.15
Coolah,2013,96.3
Coolamon,2013,96.1
Cooma,2013,94.8
Cooma North,2013,96.9
Coonabarabran,2013,93.4
Coonamble,2013,91
Coorabell,2013,96.1
Cooranbong,2013,94.75
Cootamundra,2013,92.9
Copacabana,2013,95.1
Copmanhurst,2013,93.6
Coraki,2013,91.9
Cordeaux Heights,2013,93.7
Corindi Beach,2013,90.3
Corowa,2013,96.4
Corrimal,2013,95.2
Coutts Crossing,2013,95.8
Cowan,2013,91.1
Cowra,2013,95.6
Cranebrook,2013,92.45
Crescent Head,2013,96.5
Cringila,2013,93.1
Cromer,2013,91.3
Cronulla,2013,95.375
Croydon,2013,93.65
Croydon Park,2013,93.4
Crystal Creek,2013,92.8
Cudal,2013,94.2
Culcairn,2013,95.8
Cumnock,2013,89
Cundletown,2013,95.3
Curlewis,2013,95.6
Currans Hill,2013,96.8
Daceyville,2013,94.6
Dapto,2013,95.1
Dareton,2013,93.3
Davidson,2013,94
Dean Park,2013,95
Dee Why,2013,90.9
Delegate,2013,93.8
Delungra,2013,93.6
Deniliquin,2013,95.46666667
Denman,2013,93
Dharruk,2013,96.1
Diamond Beach,2013,95.8
Doonside,2013,93.45
Dorrigo,2013,95.6
Double Bay,2013,94.5
Douglas Park,2013,94.4
Dover Heights,2013,91.8
Drummoyne,2013,93.3
Dubbo,2013,93.71666667
Dudley,2013,94.6
Dulwich Hill,2013,92.55
Dundas Valley,2013,94.7
Dungay,2013,96.8
Dungog,2013,91.5
Dunmore,2013,96.8
Dunoon,2013,94.8
Dural,2013,94.43333333
Duri,2013,94.7
Eagle Vale,2013,94.6
Earlwood,2013,94.75
East Lindfield,2013,93.6
East Lismore,2013,93.6
East Maitland,2013,92.75
Eastern Creek,2013,96.2
Eastlakes,2013,96
Eastwood,2013,95.25
Eden,2013,97
Edensor Park,2013,93.1
Edgeworth,2013,93.45
Edmondson Park,2013,94.3
Eglinton,2013,92
Elanora Heights,2013,91.4
Elderslie,2013,93.5
Eleebana,2013,97.3
Ellalong,2013,92.7
Emerton,2013,93.73333333
Emmaville,2013,95.2
Emu Plains,2013,94.825
Enfield,2013,94.1
Engadine,2013,94.35
Epping,2013,94.63333333
Erina,2013,92.55
Erina Heights,2013,94.35
Ermington,2013,94.4
Erskine Park,2013,93.5
Erskineville,2013,94.9
Eschol Park,2013,93.8
Ettalong Beach,2013,93.5
Eungella,2013,93.8
Evans Head,2013,95.9
Exeter,2013,93.5
Fairfield,2013,94.16666667
Fairfield East,2013,93.9
Fairfield West,2013,91.7
Fairy Meadow,2013,92.53333333
Fassifern,2013,95.6
Faulconbridge,2013,94.4
Fennell Bay,2013,95.3
Fern Bay,2013,93.1
Fletcher,2013,94.3
Forest Lodge,2013,94
Forestville,2013,93.75
Forster,2013,95.8
Frenchs Forest,2013,94.9
Freshwater,2013,96.3
Galston,2013,92.7
Ganmain,2013,92
Garden Suburb,2013,90.3
Georges Hall,2013,93.33333333
Gerringong,2013,95.6
Gilgandra,2013,95.8
Gillieston Heights,2013,96.1
Glebe,2013,92.5
Glenbrook,2013,94.2
Glendale,2013,92.9
Glenfield,2013,94.7
Glenhaven,2013,95.2
Glenmore Park,2013,94.43333333
Glenorie,2013,93.5
Glenreagh,2013,92.1
Glenwood,2013,91.9
Glossodia,2013,92.4
Gloucester,2013,95.1
Gol Gol,2013,93.3
Goolgowi,2013,95.6
Goonellabah,2013,93.93333333
Gordon,2013,92.5
Goulburn,2013,94.3
Goulburn North,2013,94.7
Grafton,2013,93.26666667
Granville,2013,94.86666667
Granville East,2013,87.4
Grays Point,2013,96.3
Green Point,2013,94.9
Green Valley,2013,93.5
Greenacre,2013,94.38
Greenwell Point,2013,94.4
Greenwich,2013,91.2
Grenfell,2013,95.3
Gresford,2013,94.7
Greta,2013,93.1
Greystanes,2013,95.36666667
Griffith,2013,92.1
Grose Vale,2013,95
Guildford,2013,95.1
Guildford West,2013,87.8
Gulargambone,2013,95.4
Gulgong,2013,95.9
Gulmarrad,2013,94.2
Gundagai,2013,95.6
Gundaroo,2013,91.4
Gunnedah,2013,97.3
Gunning,2013,94.2
Guyra,2013,85.7
Gwandalan,2013,94.6
Gwynneville,2013,94.85
Gymea,2013,94.35
Gymea Bay,2013,95.2
Haberfield,2013,93.05
Hamilton,2013,94.9
Hammondville,2013,91.2
Hanwood,2013,96.3
Harrington,2013,93.7
Harrington Park,2013,94.4
Harwood,2013,92.9
Hazelbrook,2013,92.7
Hebersham,2013,96.1
Helensburgh,2013,94.15
Henty,2013,92.6
Hillston,2013,95.2
Hinchinbrook,2013,95
Hinton,2013,92.3
Hobartville,2013,98.4
Holbrook,2013,91.2
Holgate,2013,93
Holsworthy,2013,95.2
Homebush,2013,88.3
Homebush West,2013,94.6
Hornsby,2013,95.55
Horsley,2013,94.4
Howlong,2013,92.9
Hoxton Park,2013,94.4
Hunters Hill,2013,95.7
Hurstville,2013,93
Illawong,2013,96.3
Iluka,2013,92.6
Ingleburn,2013,95.26666667
Inverell,2013,95.4
Islington,2013,94.6
Jannali,2013,94.35
Jerilderie,2013,95.1
Jerrabomberra,2013,92.6
Jewells,2013,94.7
Jindabyne,2013,94.7
Jindera,2013,93.15
Junee,2013,94.23333333
Kahibah,2013,94.6
Kanahooka,2013,94.8
Kandos,2013,96
Karangi,2013,94.6
Kareela,2013,92.5
Karuah,2013,94.6
Katoomba,2013,93.16666667
Kearsley,2013,96
Keiraville,2013,93.8
Kellyville,2013,93.15
Kelso,2013,95
Kempsey,2013,93.4
Kendall,2013,95.2
Kensington,2013,94.35
Kenthurst,2013,94.2
Kiama,2013,94.45
Killara,2013,94
Killarney Heights,2013,92.1
Killarney Vale,2013,89.3
Kincumber,2013,95.6
Kings Langley,2013,94.6
Kingscliff,2013,90.7
Kingsgrove,2013,93.7
Kingswood,2013,94.7
Kirrawee,2013,94.9
Kirribilli,2013,93.6
Kitchener,2013,93.8
Kogarah,2013,93.3
Kooringal,2013,94.9
Kootingal,2013,90.1
Korora,2013,94.3
Kotara,2013,95.6
Kulnura,2013,94.4
Kurnell,2013,94
Kurrajong,2013,95.075
Kurrajong Hills,2013,95.9
Kurri Kurri,2013,96.15
Kyogle,2013,93.5
Laguna,2013,94.9
Lake Albert,2013,94.4
Lake Cargelligo,2013,94.1
Lake Cathie,2013,90.8
Lake Heights,2013,94.6
Lake Illawarra,2013,95.3
Lake Munmorah,2013,94.1
Lakemba,2013,93.425
Lalor Park,2013,95.4
Lambton,2013,93.8
Lane Cove,2013,93.4
Largs,2013,90.1
Laurieton,2013,95.5
Lavington,2013,94.23333333
Lawson,2013,92.8
Leeton,2013,95
Leeville,2013,93.3
Leichhardt,2013,92.65
Lethbridge Park,2013,92.4
Leumeah,2013,94.9
Leura,2013,91.9
Lewisham,2013,97.4
Lidcombe,2013,95.5
Lightning Ridge,2013,74.6
Lilli Pilli,2013,93.6
Lindfield,2013,95.66666667
Lisarow,2013,93.15
Lismore,2013,95.375
Lithgow,2013,96.15
Liverpool,2013,95.45
Lochinvar,2013,92.7
Londonderry,2013,93.7
Long Flat,2013,95.5
Luddenham,2013,94.05
Lugarno,2013,89.8
Lurnea,2013,95.2
Macksville,2013,94.1
Maclean,2013,96.8
Macquarie Fields,2013,92.65
Maitland,2013,93.3
Malabar,2013,87.1
Manilla,2013,94.7
Manly,2013,91.9
Manly Vale,2013,96
Maraylya,2013,94.1
Marks Point,2013,96.8
Maroubra,2013,94.35
Marrickville,2013,93.075
Marsden Park,2013,96.5
Marulan,2013,94.7
Maryland,2013,94.5
Mascot,2013,92.5
Mathoura,2013,93.8
Matraville,2013,94.9
